EQUIP_CODE,EQUIP_NAME,Difference
6544,NEW FLYER 60 HYBRID - ALLISON,1
6545,NEW FLYER 60 HYBRID - ALLISON,1
6546,NEW FLYER 60 HYBRID - ALLISON,1
6547,NEW FLYER 60 HYBRID - ALLISON,1
6548,NEW FLYER 60 HYBRID - ALLISON,1
6549,NEW FLYER 60 HYBRID - ALLISON,1
6550,NEW FLYER 60 HYBRID - ALLISON,1
6551,NEW FLYER 60 HYBRID - ALLISON,1
6552,NEW FLYER 60 HYBRID - ALLISON,1
6553,NEW FLYER 60 HYBRID - ALLISON,1
6554,NEW FLYER 60 HYBRID - ALLISON,6
6560,NEW FLYER 60 HYBRID - ALLISON,1
6561,NEW FLYER 60 HYBRID - ALLISON,1
6562,NEW FLYER 60 HYBRID - ALLISON,1
6563,NEW FLYER 60 HYBRID - ALLISON,1
6564,NEW FLYER 60 HYBRID - ALLISON,1
6565,NEW FLYER 60 HYBRID - ALLISON,1
6566,NEW FLYER 60 HYBRID - ALLISON,1
6567,NEW FLYER 60 HYBRID - ALLISON,1
6568,NEW FLYER 60 HYBRID - ALLISON,1
6569,NEW FLYER 60 HYBRID - ALLISON,1
6570,NEW FLYER 60 HYBRID - ALLISON,1
6571,NEW FLYER 60 HYBRID - ALLISON,1
6572,NEW FLYER 60 HYBRID - ALLISON,1
6573,NEW FLYER 60 HYBRID - ALLISON,1
6574,NEW FLYER 60 HYBRID - ALLISON,1
6575,NEW FLYER 60 HYBRID - ALLISON,1
6576,NEW FLYER 60 HYBRID - ALLISON,1
6577,NEW FLYER 60 HYBRID - ALLISON,1
6578,NEW FLYER 60 HYBRID - ALLISON,1
6579,NEW FLYER 60 HYBRID - ALLISON,1
6580,NEW FLYER 60 HYBRID - ALLISON,1
6581,NEW FLYER 60 HYBRID - ALLISON,1
6582,NEW FLYER 60 HYBRID - ALLISON,1
6583,NEW FLYER 60 HYBRID - ALLISON,1
6584,NEW FLYER 60 HYBRID - ALLISON,1
6585,NEW FLYER 60 HYBRID - ALLISON,1
6586,NEW FLYER 60 HYBRID - ALLISON,1
6587,NEW FLYER 60 HYBRID - ALLISON,1
6588,NEW FLYER 60 HYBRID - ALLISON,1
6589,NEW FLYER 60 HYBRID - ALLISON,1
6590,NEW FLYER 60 HYBRID - ALLISON,1
6591,NEW FLYER 60 HYBRID - ALLISON,1
6592,NEW FLYER 60 HYBRID - ALLISON,1
6593,NEW FLYER 60 HYBRID - ALLISON,1
6594,NEW FLYER 60 HYBRID - ALLISON,1
6595,NEW FLYER 60 HYBRID - ALLISON,1
6596,NEW FLYER 60 HYBRID - ALLISON,1
6597,NEW FLYER 60 HYBRID - ALLISON,1
6598,NEW FLYER 60 HYBRID - ALLISON,1
6599,NEW FLYER 60 HYBRID - ALLISON,1
6600,NEW FLYER 60 HYBRID - ALLISON,1
6601,NEW FLYER 60 HYBRID - ALLISON,1
6602,NEW FLYER 60 HYBRID - ALLISON,1
6603,NEW FLYER 60 HYBRID - ALLISON,1
6604,NEW FLYER 60 HYBRID - ALLISON,1
6605,NEW FLYER 60 HYBRID - ALLISON,1
6606,NEW FLYER 60 HYBRID - ALLISON,1
6607,NEW FLYER 60 HYBRID - ALLISON,1
6608,NEW FLYER 60 HYBRID - ALLISON,1
6609,NEW FLYER 60 HYBRID - ALLISON,1
6610,NEW FLYER 60 HYBRID - ALLISON,1
6611,NEW FLYER 60 HYBRID - ALLISON,1
6612,NEW FLYER 60 HYBRID - ALLISON,1
6613,NEW FLYER 60 HYBRID - ALLISON,1
6614,NEW FLYER 60 HYBRID - ALLISON,1
6615,NEW FLYER 60 HYBRID - ALLISON,1
6616,NEW FLYER 60 HYBRID - ALLISON,1
6617,NEW FLYER 60 HYBRID - ALLISON,1
6618,NEW FLYER 60 HYBRID - ALLISON,1
6619,NEW FLYER 60 HYBRID - ALLISON,1
6620,NEW FLYER 60 HYBRID - ALLISON,1
6621,NEW FLYER 60 HYBRID - ALLISON,1
6622,NEW FLYER 60 HYBRID - ALLISON,1
6623,NEW FLYER 60 HYBRID - ALLISON,1
6624,NEW FLYER 60 HYBRID - ALLISON,1
6625,NEW FLYER 60 HYBRID - ALLISON,1
6626,NEW FLYER 60 HYBRID - ALLISON,1
6627,NEW FLYER 60 HYBRID - ALLISON,1
6628,NEW FLYER 60 HYBRID - ALLISON,1
6629,NEW FLYER 60 HYBRID - ALLISON,1
6630,NEW FLYER 60 HYBRID - ALLISON,1
6631,NEW FLYER 60 HYBRID - ALLISON,1
6632,NEW FLYER 60 HYBRID - ALLISON,1
6633,NEW FLYER 60 HYBRID - ALLISON,1
6634,NEW FLYER 60 HYBRID - ALLISON,1
6635,NEW FLYER 60 HYBRID - ALLISON,1
6636,NEW FLYER 60 HYBRID - ALLISON,1
6637,NEW FLYER 60 HYBRID - ALLISON,1
6638,NEW FLYER 60 HYBRID - ALLISON,1
6639,NEW FLYER 60 HYBRID - ALLISON,1
6640,NEW FLYER 60 HYBRID - ALLISON,1
6641,NEW FLYER 60 HYBRID - ALLISON,1
6642,NEW FLYER 60 HYBRID - ALLISON,1
6643,NEW FLYER 60 HYBRID - ALLISON,1
6644,NEW FLYER 60 HYBRID - ALLISON,1
6645,NEW FLYER 60 HYBRID - ALLISON,1
6646,NEW FLYER 60 HYBRID - ALLISON,1
6647,NEW FLYER 60 HYBRID - ALLISON,1
6648,NEW FLYER 60 HYBRID - ALLISON,1
6649,NEW FLYER 60 HYBRID - ALLISON,1
6650,NEW FLYER 60 HYBRID - ALLISON,1
6651,NEW FLYER 60 HYBRID - ALLISON,1
6652,NEW FLYER 60 HYBRID - ALLISON,1
6653,NEW FLYER 60 HYBRID - ALLISON,1
6654,NEW FLYER 60 HYBRID - ALLISON,1
6655,NEW FLYER 60 HYBRID - ALLISON,1
6656,NEW FLYER 60 HYBRID - ALLISON,1
6657,NEW FLYER 60 HYBRID - ALLISON,1
6658,NEW FLYER 60 HYBRID - ALLISON,1
6659,NEW FLYER 60 HYBRID - ALLISON,1
6660,NEW FLYER 60 HYBRID - ALLISON,1
6661,NEW FLYER 60 HYBRID - ALLISON,1
6662,NEW FLYER 60 HYBRID - ALLISON,1
6663,NEW FLYER 60 HYBRID - ALLISON,1
6664,NEW FLYER 60 HYBRID - ALLISON,1
6665,NEW FLYER 60 HYBRID - ALLISON,1
6666,NEW FLYER 60 HYBRID - ALLISON,1
6667,NEW FLYER 60 HYBRID - ALLISON,1
6668,NEW FLYER 60 HYBRID - ALLISON,1
6669,NEW FLYER 60 HYBRID - ALLISON,1
6670,NEW FLYER 60 HYBRID - ALLISON,1
6671,NEW FLYER 60 HYBRID - ALLISON,1
6672,NEW FLYER 60 HYBRID - ALLISON,1
6673,NEW FLYER 60 HYBRID - ALLISON,1
6674,NEW FLYER 60 HYBRID - ALLISON,1
6675,NEW FLYER 60 HYBRID - ALLISON,1
6676,NEW FLYER 60 HYBRID - ALLISON,1
6677,NEW FLYER 60 HYBRID - ALLISON,1
6678,NEW FLYER 60 HYBRID - ALLISON,1
6679,NEW FLYER 60 HYBRID - ALLISON,1
6680,NEW FLYER 60 HYBRID - ALLISON,1
6681,NEW FLYER 60 HYBRID - ALLISON,1
6682,NEW FLYER 60 HYBRID - ALLISON,1
6683,NEW FLYER 60 HYBRID - ALLISON,1
6684,NEW FLYER 60 HYBRID - ALLISON,1
6685,NEW FLYER 60 HYBRID - ALLISON,1
6686,NEW FLYER 60 HYBRID - ALLISON,1
6687,NEW FLYER 60 HYBRID - ALLISON,1
6688,NEW FLYER 60 HYBRID - ALLISON,1
6689,NEW FLYER 60 HYBRID - ALLISON,1
6690,NEW FLYER 60 HYBRID - ALLISON,1
6691,NEW FLYER 60 HYBRID - ALLISON,1
6692,NEW FLYER 60 HYBRID - ALLISON,1
6693,NEW FLYER 60 HYBRID - ALLISON,1
6694,NEW FLYER 60 HYBRID - ALLISON,1
6695,NEW FLYER 60 HYBRID - ALLISON,1
6696,NEW FLYER 60 HYBRID - ALLISON,1
6697,NEW FLYER 60 HYBRID - ALLISON,3
6700,NEW FLYER 60 HYBRID - BAE,1
6701,NEW FLYER 60 HYBRID - BAE,1
6702,NEW FLYER 60 HYBRID - BAE,1
6703,NEW FLYER 60 HYBRID - BAE,1
6704,NEW FLYER 60 HYBRID - BAE,1
6705,NEW FLYER 60 HYBRID - BAE,1
6706,NEW FLYER 60 HYBRID - BAE,1
6707,NEW FLYER 60 HYBRID - BAE,1
6708,NEW FLYER 60 HYBRID - BAE,1
6709,NEW FLYER 60 HYBRID - BAE,1
6710,NEW FLYER 60 HYBRID - BAE,1
6711,NEW FLYER 60 HYBRID - BAE,1
6712,NEW FLYER 60 HYBRID - BAE,1
6713,NEW FLYER 60 HYBRID - BAE,1
6714,NEW FLYER 60 HYBRID - BAE,1
6715,NEW FLYER 60 HYBRID - BAE,1
6716,NEW FLYER 60 HYBRID - BAE,1
6717,NEW FLYER 60 HYBRID - BAE,1
6718,NEW FLYER 60 HYBRID - BAE,1
6719,NEW FLYER 60 HYBRID - BAE,1
6720,NEW FLYER 60 HYBRID - BAE,1
6721,NEW FLYER 60 HYBRID - BAE,1
6722,NEW FLYER 60 HYBRID - BAE,1
6723,NEW FLYER 60 HYBRID - BAE,1
6724,NEW FLYER 60 HYBRID - BAE,1
6725,NEW FLYER 60 HYBRID - BAE,1
6726,NEW FLYER 60 HYBRID - BAE,1
6727,NEW FLYER 60 HYBRID - BAE,1
6728,NEW FLYER 60 HYBRID - BAE,1
6729,NEW FLYER 60 HYBRID - BAE,1
6730,NEW FLYER 60 HYBRID - BAE,315
7045,ARTICULATED FLYER,8
7053,ARTICULATED FLYER,3
7056,ARTICULATED FLYER,49
7105,ETI 60' ARTIC,7
7112,ETI 60' ARTIC,89
7201,NF 60 TROLLEY,1
7202,NF 60 TROLLEY,1
7203,NF 60 TROLLEY,1
7204,NF 60 TROLLEY,1
7205,NF 60 TROLLEY,1
7206,NF 60 TROLLEY,1
7207,NF 60 TROLLEY,1
7208,NF 60 TROLLEY,1
7209,NF 60 TROLLEY,1
7210,NF 60 TROLLEY,1
7211,NF 60 TROLLEY,1
7212,NF 60 TROLLEY,1
7213,NF 60 TROLLEY,1
7214,NF 60 TROLLEY,1
7215,NF 60 TROLLEY,1
7216,NF 60 TROLLEY,1
7217,NF 60 TROLLEY,1
7218,NF 60 TROLLEY,1
7219,NF 60 TROLLEY,1
7220,NF 60 TROLLEY,1
7221,NF 60 TROLLEY,1
7222,NF 60 TROLLEY,1
7223,NF 60 TROLLEY,1
7224,NF 60 TROLLEY,1
7225,NF 60 TROLLEY,1
7226,NF 60 TROLLEY,1
7227,NF 60 TROLLEY,1
7228,NF 60 TROLLEY,1
7229,NF 60 TROLLEY,1
7230,NF 60 TROLLEY,1
7231,NF 60 TROLLEY,1
7232,NF 60 TROLLEY,1
7233,NF 60 TROLLEY,1
7234,NF 60 TROLLEY,1
7235,NF 60 TROLLEY,1
7236,NF 60 TROLLEY,1
7237,NF 60 TROLLEY,1
7238,NF 60 TROLLEY,1
7239,NF 60 TROLLEY,1
7240,NF 60 TROLLEY,1
7241,NF 60 TROLLEY,1
7242,NF 60 TROLLEY,1
7243,NF 60 TROLLEY,1
7244,NF 60 TROLLEY,1
7245,NF 60 TROLLEY,1
7246,NF 60 TROLLEY,1
7247,NF 60 TROLLEY,1
7248,NF 60 TROLLEY,1
7249,NF 60 TROLLEY,1
7250,NF 60 TROLLEY,1
7251,NF 60 TROLLEY,1
7252,NF 60 TROLLEY,1
7253,NF 60 TROLLEY,1
7254,NF 60 TROLLEY,1
7255,NF 60 TROLLEY,1
7256,NF 60 TROLLEY,1
7257,NF 60 TROLLEY,1
7258,NF 60 TROLLEY,1
7259,NF 60 TROLLEY,1
7260,NF 60 TROLLEY,1
7261,NF 60 TROLLEY,1
7262,NF 60 TROLLEY,1
7263,NF 60 TROLLEY,1
7264,NF 60 TROLLEY,1
7265,NF 60 TROLLEY,1
7266,NF 60 TROLLEY,1
7267,NF 60 TROLLEY,1
7268,NF 60 TROLLEY,1
7269,NF 60 TROLLEY,1
7270,NF 60 TROLLEY,1
7271,NF 60 TROLLEY,1
7272,NF 60 TROLLEY,1
7273,NF 60 TROLLEY,1
7274,NF 60 TROLLEY,1
7275,NF 60 TROLLEY,1
7276,NF 60 TROLLEY,1
7277,NF 60 TROLLEY,1
7278,NF 60 TROLLEY,1
7279,NF 60 TROLLEY,1
7280,NF 60 TROLLEY,1
7281,NF 60 TROLLEY,1
7282,NF 60 TROLLEY,1
7283,NF 60 TROLLEY,1
7284,NF 60 TROLLEY,1
7285,NF 60 TROLLEY,1
7286,NF 60 TROLLEY,1
7287,NF 60 TROLLEY,1
7288,NF 60 TROLLEY,1
7289,NF 60 TROLLEY,1
7290,NF 60 TROLLEY,1
7291,NF 60 TROLLEY,1
7292,NF 60 TROLLEY,1
7293,NF 60 TROLLEY,808
8101,40' NEOPLAN,1
8102,40' NEOPLAN,3
8105,40' NEOPLAN,1
8106,40' NEOPLAN,1
8107,40' NEOPLAN,2
8109,40' NEOPLAN,1
8110,40' NEOPLAN,3
8113,40' NEOPLAN,1
8114,40' NEOPLAN,1
8115,40' NEOPLAN,2
8117,40' NEOPLAN,2
8119,40' NEOPLAN,1
8120,40' NEOPLAN,1
8121,40' NEOPLAN,2
8123,40' NEOPLAN,2
8125,40' NEOPLAN,2
8127,40' NEOPLAN,2
8129,40' NEOPLAN,1
8130,40' NEOPLAN,1
8131,40' NEOPLAN,1
8132,40' NEOPLAN,1
8133,40' NEOPLAN,2
8135,40' NEOPLAN,1
8136,40' NEOPLAN,2
8138,40' NEOPLAN,4
8142,40' NEOPLAN,2
8144,40' NEOPLAN,1
8145,40' NEOPLAN,1
8146,40' NEOPLAN,2
8148,40' NEOPLAN,1
8149,40' NEOPLAN,3
8152,40' NEOPLAN,1
8153,40' NEOPLAN,1
8154,40' NEOPLAN,1
8155,40' NEOPLAN,1
8156,40' NEOPLAN,1
8157,40' NEOPLAN,1
8158,40' NEOPLAN,1
8159,40' NEOPLAN,1
8160,40' NEOPLAN,1
8161,40' NEOPLAN,2
8163,40' NEOPLAN,1
8164,40' NEOPLAN,1
8165,40' NEOPLAN,4
8169,40' NEOPLAN,2
8171,40' NEOPLAN,1
8172,40' NEOPLAN,2
8174,40' NEOPLAN,1
8175,40' NEOPLAN,1
8176,40' NEOPLAN,2
8178,40' NEOPLAN,2
8180,40' NEOPLAN,1
8181,40' NEOPLAN,1
8182,40' NEOPLAN,1
8183,40' NEOPLAN,1
8184,40' NEOPLAN,1
8185,40' NEOPLAN,3
8188,40' NEOPLAN,1
8189,40' NEOPLAN,3
8192,40' NEOPLAN,1
8193,40' NEOPLAN,1
8194,40' NEOPLAN,1
8195,40' NEOPLAN,4
8199,40' NEOPLAN,1
8200,40' NEOPLAN,1
8201,40' NEOPLAN,1
8202,40' NEOPLAN,1
8203,40' NEOPLAN,2
8205,40' NEOPLAN,1
8206,40' NEOPLAN,1
8207,40' NEOPLAN,1
8208,40' NEOPLAN,1
8209,40' NEOPLAN,1
8210,40' NEOPLAN,1
8211,40' NEOPLAN,1
8212,40' NEOPLAN,2
8214,40' NEOPLAN,2
8216,40' NEOPLAN,1
8217,40' NEOPLAN,1
8218,40' NEOPLAN,3
8221,40' NEOPLAN,1
8222,40' NEOPLAN,1
8223,40' NEOPLAN,1
8224,40' NEOPLAN,1
8225,40' NEOPLAN,2
8227,40' NEOPLAN,3
8230,40' NEOPLAN,1
8231,40' NEOPLAN,3
8234,40' NEOPLAN,67
8301,40' NEOPLAN,1
8302,40' NEOPLAN,1
8303,40' NEOPLAN,1
8304,40' NEOPLAN,1
8305,40' NEOPLAN,1
8306,40' NEOPLAN,1
8307,40' NEOPLAN,1
8308,40' NEOPLAN,2
8310,40' NEOPLAN,2
8312,40' NEOPLAN,1
8313,40' NEOPLAN,1
8314,40' NEOPLAN,2
8316,40' NEOPLAN,1
8317,40' NEOPLAN,1
8318,40' NEOPLAN,2
8320,40' NEOPLAN,1
8321,40' NEOPLAN,1
8322,40' NEOPLAN,1
8323,40' NEOPLAN,1
8324,40' NEOPLAN,1
8325,40' NEOPLAN,1
8326,40' NEOPLAN,1
8327,40' NEOPLAN,1
8328,40' NEOPLAN,1
8329,40' NEOPLAN,1
8330,40' NEOPLAN,1
8331,40' NEOPLAN,1
8332,40' NEOPLAN,1
8333,40' NEOPLAN,1
8334,40' NEOPLAN,2
8336,40' NEOPLAN,1
8337,40' NEOPLAN,1
8338,40' NEOPLAN,1
8339,40' NEOPLAN,2
8341,40' NEOPLAN,1
8342,40' NEOPLAN,2
8344,40' NEOPLAN,1
8345,40' NEOPLAN,1
8346,40' NEOPLAN,1
8347,40' NEOPLAN,2
8349,40' NEOPLAN,2
8351,40' NEOPLAN,1
8352,40' NEOPLAN,1
8353,40' NEOPLAN,1
8354,40' NEOPLAN,2
8356,40' NEOPLAN,5
8361,40' NEOPLAN,1
8362,40' NEOPLAN,1
8363,40' NEOPLAN,1
8364,40' NEOPLAN,1
8365,40' NEOPLAN,2
8367,40' NEOPLAN,1
8368,40' NEOPLAN,1
8369,40' NEOPLAN,1
8370,40' NEOPLAN,1
8371,40' NEOPLAN,30
8401,ORION VII 40' HYBRID,1
8402,ORION VII 40' HYBRID,1
8403,ORION VII 40' HYBRID,1
8404,ORION VII 40' HYBRID,1
8405,ORION VII 40' HYBRID,1
8406,ORION VII 40' HYBRID,1
8407,ORION VII 40' HYBRID,1
8408,ORION VII 40' HYBRID,1
8409,ORION VII 40' HYBRID,1
8410,ORION VII 40' HYBRID,1
8411,ORION VII 40' HYBRID,1
8412,ORION VII 40' HYBRID,1
8413,ORION VII 40' HYBRID,1
8414,ORION VII 40' HYBRID,1
8415,ORION VII 40' HYBRID,1
8416,ORION VII 40' HYBRID,1
8417,ORION VII 40' HYBRID,1
8418,ORION VII 40' HYBRID,1
8419,ORION VII 40' HYBRID,1
8420,ORION VII 40' HYBRID,1
8421,ORION VII 40' HYBRID,1
8422,ORION VII 40' HYBRID,1
8423,ORION VII 40' HYBRID,1
8424,ORION VII 40' HYBRID,1
8425,ORION VII 40' HYBRID,1
8426,ORION VII 40' HYBRID,1
8427,ORION VII 40' HYBRID,1
8428,ORION VII 40' HYBRID,1
8429,ORION VII 40' HYBRID,1
8430,ORION VII 40' HYBRID,1
8431,ORION VII 40' HYBRID,1
8432,ORION VII 40' HYBRID,1
8433,ORION VII 40' HYBRID,1
8434,ORION VII 40' HYBRID,1
8435,ORION VII 40' HYBRID,1
8436,ORION VII 40' HYBRID,1
8437,ORION VII 40' HYBRID,1
8438,ORION VII 40' HYBRID,1
8439,ORION VII 40' HYBRID,1
8440,ORION VII 40' HYBRID,1
8441,ORION VII 40' HYBRID,1
8442,ORION VII 40' HYBRID,1
8443,ORION VII 40' HYBRID,1
8444,ORION VII 40' HYBRID,1
8445,ORION VII 40' HYBRID,1
8446,ORION VII 40' HYBRID,1
8447,ORION VII 40' HYBRID,1
8448,ORION VII 40' HYBRID,1
8449,ORION VII 40' HYBRID,1
8450,ORION VII 40' HYBRID,1
8451,ORION VII 40' HYBRID,1
8452,ORION VII 40' HYBRID,1
8453,ORION VII 40' HYBRID,1
8454,ORION VII 40' HYBRID,1
8455,ORION VII 40' HYBRID,1
8456,ORION VII 40' HYBRID,45
8501,ORION VII 30' HYBRID,1
8502,ORION VII 30' HYBRID,1
8503,ORION VII 30' HYBRID,1
8504,ORION VII 30' HYBRID,1
8505,ORION VII 30' HYBRID,1
8506,ORION VII 30' HYBRID,1
8507,ORION VII 30' HYBRID,1
8508,ORION VII 30' HYBRID,1
8509,ORION VII 30' HYBRID,1
8510,ORION VII 30' HYBRID,1
8511,ORION VII 30' HYBRID,1
8512,ORION VII 30' HYBRID,1
8513,ORION VII 30' HYBRID,1
8514,ORION VII 30' HYBRID,1
8515,ORION VII 30' HYBRID,1
8516,ORION VII 30' HYBRID,1
8517,ORION VII 30' HYBRID,1
8518,ORION VII 30' HYBRID,1
8519,ORION VII 30' HYBRID,1
8520,ORION VII 30' HYBRID,1
8521,ORION VII 30' HYBRID,1
8522,ORION VII 30' HYBRID,1
8523,ORION VII 30' HYBRID,1
8524,ORION VII 30' HYBRID,1
8525,ORION VII 30' HYBRID,1
8526,ORION VII 30' HYBRID,1
8527,ORION VII 30' HYBRID,1
8528,ORION VII 30' HYBRID,1
8529,ORION VII 30' HYBRID,1
8530,ORION VII 40' HYBRID,71
8601,NEW FLYER 40FT ALLISON,1
8602,NEW FLYER 40FT ALLISON,1
8603,NEW FLYER 40FT ALLISON,1
8604,NEW FLYER 40FT ALLISON,1
8605,NEW FLYER 40FT ALLISON,1
8606,NEW FLYER 40FT ALLISON,1
8607,NEW FLYER 40FT ALLISON,1
8608,NEW FLYER 40FT ALLISON,1
8609,NEW FLYER 40FT ALLISON,1
8610,NEW FLYER 40FT ALLISON,1
8611,NEW FLYER 40FT ALLISON,1
8612,NEW FLYER 40FT ALLISON,1
8613,NEW FLYER 40FT ALLISON,1
8614,NEW FLYER 40FT ALLISON,1
8615,NEW FLYER 40FT ALLISON,1
8616,NEW FLYER 40FT ALLISON,1
8617,NEW FLYER 40FT ALLISON,1
8618,NEW FLYER 40FT ALLISON,1
8619,NEW FLYER 40FT ALLISON,1
8620,NEW FLYER 40FT ALLISON,1
8621,NEW FLYER 40FT ALLISON,1
8622,NEW FLYER 40FT ALLISON,1
8623,NEW FLYER 40FT ALLISON,1
8624,NEW FLYER 40FT BAE,1
8625,NEW FLYER 40FT BAE,1
8626,NEW FLYER 40FT BAE,1
8627,NEW FLYER 40FT BAE,1
8628,NEW FLYER 40FT BAE,1
8629,NEW FLYER 40FT BAE,1
8630,NEW FLYER 40FT BAE,1
8631,NEW FLYER 40FT BAE,1
8632,NEW FLYER 40FT BAE,1
8633,NEW FLYER 40FT BAE,1
8634,NEW FLYER 40FT BAE,1
8635,NEW FLYER 40FT BAE,1
8636,NEW FLYER 40FT BAE,1
8637,NEW FLYER 40FT BAE,1
8638,NEW FLYER 40FT BAE,1
8639,NEW FLYER 40FT BAE,1
8640,NEW FLYER 40FT BAE,1
8641,NEW FLYER 40FT BAE,1
8642,NEW FLYER 40FT BAE,1
8643,NEW FLYER 40FT BAE,1
8644,NEW FLYER 40FT BAE,1
8645,NEW FLYER 40FT BAE,1
8646,NEW FLYER 40FT BAE,1
8647,NEW FLYER 40FT BAE,1
8648,NEW FLYER 40FT BAE,1
8649,NEW FLYER 40FT BAE,1
8650,NEW FLYER 40FT BAE,1
8651,NEW FLYER 40FT BAE,1
8652,NEW FLYER 40FT BAE,1
8653,NEW FLYER 40FT BAE,1
8654,NEW FLYER 40FT BAE,1
8655,NEW FLYER 40FT BAE,1
8656,NEW FLYER 40FT BAE,1
8657,NEW FLYER 40FT BAE,1
8658,NEW FLYER 40FT BAE,1
8659,NEW FLYER 40FT BAE,1
8660,NEW FLYER 40FT BAE,1
8661,NEW FLYER 40FT BAE,1
8662,NEW FLYER 40FT BAE,39
8701,NEW FLYER 40FT BAE,1
8702,NEW FLYER 40FT BAE,1
8703,NEW FLYER 40FT BAE,1
8704,NEW FLYER 40FT BAE,1
8705,NEW FLYER 40FT BAE,1
8706,NEW FLYER 40FT BAE,1
8707,NEW FLYER 40FT BAE,1
8708,NEW FLYER 40FT BAE,1
8709,NEW FLYER 40FT BAE,1
8710,NEW FLYER 40FT BAE,1
8711,NEW FLYER 40FT BAE,1
8712,NEW FLYER 40FT BAE,1
8713,NEW FLYER 40FT BAE,1
8714,NEW FLYER 40FT BAE,1
8715,NEW FLYER 40FT BAE,1
8716,NEW FLYER 40FT BAE,1
8717,NEW FLYER 40FT BAE,1
8718,NEW FLYER 40FT BAE,1
8719,NEW FLYER 40FT BAE,1
8720,NEW FLYER 40FT BAE,1
8721,NEW FLYER 40FT BAE,1
8722,NEW FLYER 40FT BAE,1
8723,NEW FLYER 40FT BAE,1
8724,NEW FLYER 40FT BAE,1
8725,NEW FLYER 40FT BAE,1
8726,NEW FLYER 40FT BAE,1
8727,NEW FLYER 40FT BAE,1
8728,NEW FLYER 40FT BAE,1
8729,NEW FLYER 40FT BAE,1
8730,NEW FLYER 40FT BAE,1
8731,NEW FLYER 40FT BAE,1
8732,NEW FLYER 40FT BAE,1
8733,NEW FLYER 40FT BAE,1
8734,NEW FLYER 40FT BAE,1
8735,NEW FLYER 40FT BAE,1
8736,NEW FLYER 40FT BAE,1
8737,NEW FLYER 40FT BAE,1
8738,NEW FLYER 40FT BAE,1
8739,NEW FLYER 40FT BAE,1
8740,NEW FLYER 40FT BAE,1
8741,NEW FLYER 40FT BAE,1
8742,NEW FLYER 40FT BAE,1
8743,NEW FLYER 40FT BAE,1
8744,NEW FLYER 40FT BAE,1
8745,NEW FLYER 40FT BAE,1
8746,NEW FLYER 40FT BAE,1
8747,NEW FLYER 40FT BAE,1
8748,NEW FLYER 40FT BAE,1
8749,NEW FLYER 40FT BAE,1
8750,NEW FLYER 40FT BAE,1
8751,NEW FLYER 40FT BAE,1
8752,NEW FLYER 40FT BAE,1
8753,NEW FLYER 40FT BAE,1
8754,NEW FLYER 40FT BAE,1
8755,NEW FLYER 40FT BAE,1
8756,NEW FLYER 40FT BAE,1
8757,NEW FLYER 40FT BAE,1
8758,NEW FLYER 40FT BAE,1
8759,NEW FLYER 40FT BAE,1
8760,NEW FLYER 40FT BAE,1
8761,NEW FLYER 40FT BAE,1
8762,NEW FLYER 40FT BAE,1
8763,NEW FLYER 40FT BAE,1
8764,NEW FLYER 40FT BAE,1
8765,NEW FLYER 40FT BAE,1
8766,NEW FLYER 40FT BAE,1
8767,NEW FLYER 40FT BAE,1
8768,NEW FLYER 40FT BAE,1
8769,NEW FLYER 40FT BAE,1
8770,NEW FLYER 40FT BAE,1
8771,NEW FLYER 40FT BAE,1
8772,NEW FLYER 40FT BAE,1
8773,NEW FLYER 40FT BAE,1
8774,NEW FLYER 40FT BAE,1
8775,NEW FLYER 40FT BAE,1
8776,NEW FLYER 40FT BAE,1
8777,NEW FLYER 40FT BAE,1
8778,NEW FLYER 40FT BAE,1
8779,NEW FLYER 40FT BAE,1
8780,NEW FLYER 40FT BAE,20
8800,NEW FLYER 40FT BAE,1
8801,NEW FLYER 40FT BAE,1
8802,NEW FLYER 40FT BAE,1
8803,NEW FLYER 40FT BAE,1
8804,NEW FLYER 40FT BAE,1
8805,NEW FLYER 40FT BAE,1
8806,NEW FLYER 40FT BAE,1
8807,NEW FLYER 40FT BAE,1
8808,NEW FLYER 40FT BAE,1
8809,NEW FLYER 40FT BAE,1
8810,NEW FLYER 40FT BAE,1
8811,NEW FLYER 40FT BAE,1
8812,NEW FLYER 40FT BAE,1
8813,NEW FLYER 40FT BAE,1
8814,NEW FLYER 40FT BAE,1
8815,NEW FLYER 40FT BAE,1
8816,NEW FLYER 40FT BAE,1
8817,NEW FLYER 40FT BAE,1
8818,NEW FLYER 40FT BAE,1
8819,NEW FLYER 40FT BAE,1
8820,NEW FLYER 40FT BAE,1
8821,NEW FLYER 40FT BAE,1
8822,NEW FLYER 40FT BAE,1
8823,NEW FLYER 40FT BAE,1
8824,NEW FLYER 40FT ALLISON,1
8825,NEW FLYER 40FT ALLISON,1
8826,NEW FLYER 40FT ALLISON,1
8827,NEW FLYER 40FT ALLISON,1
8828,NEW FLYER 40FT ALLISON,1
8829,NEW FLYER 40FT ALLISON,1
8830,NEW FLYER 40FT ALLISON,1
8831,NEW FLYER 40FT ALLISON,1
8832,NEW FLYER 40FT ALLISON,1
8833,NEW FLYER 40FT ALLISON,1
8834,NEW FLYER 40FT ALLISON,1
8835,NEW FLYER 40FT ALLISON,1
8836,NEW FLYER 40FT ALLISON,1
8837,NEW FLYER 40FT ALLISON,1
8838,NEW FLYER 40FT ALLISON,1
